,Q_1,Q_2,Q_3,Q_4,Q_5,Q_LS
2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03,0.00567875,0.0,0.008368774085138163,0.0,0.0,0.0
2018-01-04,0.006139555555555555,0.0,0.0013877473018235951,0.0,0.0,0.0
2018-01-05,0.00222791891891892,0.0,0.0009993160641073426,0.0,0.0,0.0
2018-01-08,-0.0015352916666666666,0.0,0.0017934228614120283,0.0,0.0,0.0
2018-01-09,0.006363870967741936,0.0,9.284552845528456e-05,0.0,0.0,0.0
2018-01-10,-0.005552399999999999,0.0,-0.007523654088050315,0.0,0.0,0.0
2018-01-11,-0.0027091818181818185,0.0,0.006718593669488406,0.0,0.0,0.0
2018-01-12,-0.0020743124999999998,0.0,-0.004357020886771711,0.0,0.0,0.0
2018-01-15,-0.02561582666666667,0.0,-0.02469763085501859,0.0,0.0,0.0
2018-01-16,0.0056632857142857145,0.0,0.008182255288110868,0.0,0.0,0.0
2018-01-17,-0.002843104166666666,0.0,0.0016109504011670313,0.0,0.0,0.0
2018-01-18,0.007264945945945947,0.0,0.002004519927536232,0.0,0.0,0.0
2018-01-19,-0.007299022727272729,0.0,-0.001357023550724638,0.0,0.0,0.0
2018-01-22,-0.003101084507042254,0.0,0.005504078073695732,0.0,0.0,0.0
2018-01-23,-0.0056724594594594595,0.0,0.002383499641062455,0.0,0.0,0.0
2018-01-24,-0.0004298085106382984,0.0,0.006976060769507371,0.0,0.0,0.0
2018-01-25,-0.004877047619047619,0.0,-0.0017114515205724507,0.0,0.0,0.0
2018-01-26,-0.011302657894736843,0.0,-0.002339885755087469,0.0,0.0,0.0
2018-01-29,-0.016139304347826088,0.0,-0.011011841612670987,0.0,0.0,0.0
2018-01-30,-0.01172905357142857,0.0,-0.002027060562878518,0.0,0.0,0.0
2018-01-31,-0.0416652,0.0,-0.02494132264957265,0.0,0.0,0.0
2018-02-01,-0.04755146153846153,0.0,-0.03931358107142857,0.0,0.0,0.0
2018-02-02,-0.017268477611940294,0.0,-0.007077096099290781,0.0,0.0,0.0
2018-02-05,-0.009910153846153846,0.0,-0.006721652126499454,0.0,0.0,0.0
2018-02-06,-0.050892891304347834,0.0,-0.0526206807678635,0.0,0.0,0.0
2018-02-07,-0.007978558823529413,0.0,0.004808262456140351,0.0,0.0,0.0
2018-02-08,0.004191479166666667,0.0,0.012083554937413074,0.0,0.0,0.0
2018-02-09,-0.0431068611111111,0.0,-0.03111791728005608,0.0,0.0,0.0
2018-02-12,0.02948838028169014,0.0,0.024245122292103426,0.0,0.0,0.0
2018-02-13,-0.004297410256410256,0.0,0.0009131844726897975,0.0,0.0,0.0
2018-02-14,-0.009757757575757576,0.0,0.0021654615384615384,0.0,0.0,0.0
2018-02-22,0.020172298701298705,0.0,0.01745554576856649,0.0,0.0,0.0
2018-02-23,0.011755695652173916,0.0,0.0046020299727520435,0.0,0.0,0.0
2018-02-26,0.022969742424242424,0.0,0.023233847997261213,0.0,0.0,0.0
2018-02-27,-0.002064902439024391,0.0,0.003026198243836542,0.0,0.0,0.0
2018-02-28,-0.011962325581395348,0.0,0.0007838143530997305,0.0,0.0,0.0
2018-03-01,0.02267462,0.0,0.014418399124284272,0.0,0.0,0.0
2018-03-02,-0.009882023255813954,0.0,-0.004505105791764313,0.0,0.0,0.0
2018-03-05,0.0008404545454545457,0.0,0.006937117388362652,0.0,0.0,0.0
2018-03-06,0.011286081967213115,0.0,0.011331600871313675,0.0,0.0,0.0
2018-03-07,-0.008736865384615386,0.0,-0.005131072878535774,0.0,0.0,0.0
2018-03-08,0.013390275862068965,0.0,0.009723463553913335,0.0,0.0,0.0
2018-03-09,0.015407543478260871,0.0,0.01568898942847704,0.0,0.0,0.0
2018-03-12,0.012152496062992126,0.0,0.014464291271989175,0.0,0.0,0.0
2018-03-13,-0.0010167083333333334,0.0,-0.004988567399147261,0.0,0.0,0.0
2018-03-14,-0.009225217391304347,0.0,-0.00951701682612999,0.0,0.0,0.0
2018-03-15,-0.0004259787234042558,0.0,-0.008057570542129328,0.0,0.0,0.0
2018-03-16,-0.0036710166666666664,0.0,-4.043432689158208e-05,0.0,0.0,0.0
2018-03-19,0.0030558415841584153,0.0,0.004478149486244613,0.0,0.0,0.0
2018-03-20,0.010524126984126983,0.0,0.003742986957939355,0.0,0.0,0.0
2018-03-21,-0.013970375,0.0,-0.004698571614583333,0.0,0.0,0.0
