,Q_1,Q_2,Q_3,Q_4,Q_5,Q_LS
2018-05-16,0.7455611912123882,1.0,0.9610861859898885,1.0,1.0,1.0
2018-05-17,0.7440255195445917,1.0,0.9596782585072576,1.0,1.0,1.0
2018-05-18,0.7425374685055025,1.0,0.9647398776704853,1.0,1.0,1.0
2018-05-21,0.7521146465342557,1.0,0.9777524371946446,1.0,1.0,1.0
2018-05-22,0.7542844882278847,1.0,0.983624758814495,1.0,1.0,1.0
2018-05-23,0.7438375062346573,1.0,0.9737039582769189,1.0,1.0,1.0
2018-05-24,0.7420074742586226,1.0,0.9724913454058218,1.0,1.0,1.0
2018-05-25,0.7315685225805026,1.0,0.96578037575848,1.0,1.0,1.0
2018-05-28,0.7224282264499814,1.0,0.9575078684795137,1.0,1.0,1.0
2018-05-29,0.7126574079913818,1.0,0.9498881802013592,1.0,1.0,1.0
2018-05-30,0.6836254013654793,1.0,0.9139867675229423,1.0,1.0,1.0
2018-05-31,0.6919430320753162,1.0,0.9298545687232106,1.0,1.0,1.0
2018-06-01,0.6821884155648358,1.0,0.9211115188855125,1.0,1.0,1.0
2018-06-04,0.6783062253094108,1.0,0.9190095153497729,1.0,1.0,1.0
2018-06-05,0.6861211554375453,1.0,0.9337893430349479,1.0,1.0,1.0
2018-06-06,0.6854020047288111,1.0,0.9364803548637227,1.0,1.0,1.0
2018-06-07,0.681514519528648,1.0,0.9286198971852182,1.0,1.0,1.0
2018-06-08,0.6738737944112154,1.0,0.9189696639347315,1.0,1.0,1.0
2018-06-11,0.6700917506851839,1.0,0.912886245025065,1.0,1.0,1.0
2018-06-12,0.6730515856244457,1.0,0.9194881220472116,1.0,1.0,1.0
2018-06-13,0.6609424997437787,1.0,0.9033857428125408,1.0,1.0,1.0
2018-06-14,0.6562430190553536,1.0,0.9003060250741102,1.0,1.0,1.0
2018-06-15,0.6370305340615757,1.0,0.8794930534189601,1.0,1.0,1.0
2018-06-19,0.5943186005258798,1.0,0.818656904524832,1.0,1.0,1.0
2018-06-20,0.5942203044744857,1.0,0.8278697882894294,1.0,1.0,1.0
2018-06-21,0.573837984196972,1.0,0.8066295844897395,1.0,1.0,1.0
2018-06-22,0.5806793875359575,1.0,0.8188258878018224,1.0,1.0,1.0
2018-06-25,0.5769450327933049,1.0,0.8173300015962093,1.0,1.0,1.0
2018-06-26,0.5814684060730192,1.0,0.8263812803597884,1.0,1.0,1.0
2018-06-27,0.5769333218503883,1.0,0.8227919865202771,1.0,1.0,1.0
2018-06-28,0.5688690811841265,1.0,0.8145705502764402,1.0,1.0,1.0
2018-06-29,0.5813398926835097,1.0,0.8382504027718786,1.0,1.0,1.0
2018-07-02,0.5732404433325022,1.0,0.8275909268971852,1.0,1.0,1.0
2018-07-03,0.5770694937533242,1.0,0.8403575763837943,1.0,1.0,1.0
2018-07-04,0.5666103194291708,1.0,0.8247683926638726,1.0,1.0,1.0
2018-07-05,0.5500356235784546,1.0,0.8034027930562019,1.0,1.0,1.0
2018-07-06,0.5516709885180834,1.0,0.8069985680743873,1.0,1.0,1.0
2018-07-09,0.5620158648891,1.0,0.8245729283887427,1.0,1.0,1.0
2018-07-10,0.5663360090957964,1.0,0.8321115227169815,1.0,1.0,1.0
2018-07-11,0.5520257918141064,1.0,0.8124484751432192,1.0,1.0,1.0
2018-07-12,0.5651451301410143,1.0,0.8336700404511578,1.0,1.0,1.0
2018-07-13,0.5657404345435181,1.0,0.8360227694066418,1.0,1.0,1.0
2018-07-16,0.5651810600620196,1.0,0.8361026780593671,1.0,1.0,1.0
2018-07-17,0.5658647590036835,1.0,0.838625814038955,1.0,1.0,1.0
2018-07-18,0.5629983545533873,1.0,0.8351360770804919,1.0,1.0,1.0
2018-07-19,0.55531907736893,1.0,0.8257600744372136,1.0,1.0,1.0
2018-07-20,0.5600037087854173,1.0,0.8354205635052278,1.0,1.0,1.0
2018-07-23,0.5606653835123757,1.0,0.8420482139369648,1.0,1.0,1.0
2018-07-24,0.5695514941537055,1.0,0.8566633395701712,1.0,1.0,1.0
2018-07-25,0.5707638096362835,1.0,0.857983175010093,1.0,1.0,1.0
2018-07-26,0.5700579939362974,1.0,0.856969643182959,1.0,1.0,1.0
